#stn,X,Y,Z,ReceiverName,AntennaName,ClockType
WGTN00NZL,-4777269.46,434270.155,-4189484.491,TRIMBLE ALLOY,TRM115000.00,INTERNAL 
WHC100USA,-2488199.3244,-4673487.1517,3544649.2637,TPS NET-G3A,TPSCR.G3,INTERNAL
WHIT00CAN,-2218337.85,-2201205.06,5543057.57,TPS NET-G3A,AOAD/M_T,INTERNAL
WIDC00USA,-2354850.17,-4745524.01,3540693.1,TRIMBLE NETR9,TRM57971.00,INTERNAL
WILL00CAN,-2084258.016,-3313872.98,5019853.081,TRIMBLE NETR9,TRM59800.00,INTERNAL
WIND00NAM,5633708.7802,1732017.696,-2433985.8026,JAVAD TRE_3,JAVRINGANT_G5T,INTERNAL
WLSN00USA,-2483640.9494,-4660072.8425,3568172.1952,TPS NET-G3A,TPSCR.G3,INTERNAL
WROC00POL,3835751.0,1177249.0,4941605.0,LEICA GR50,LEIAR25.R4,INTERNAL
WSRT00NLD,3828739.0,443305.0,5064887.0,SEPT POLARX5,AOAD/M_T,INTERNAL
WTZ300DEU,4075535.3,931822.185,4801608.915,JAVAD TRE_G3TH DELTA,LEIAR25.R3,EXTERNAL H-MASER EFOS 39
WTZA00DEU,4075578.494,931852.658,4801569.946,SEPT POLARX2,ASH700936C_M,EXTERNAL CESIUM
WTZR00DEU,4075580.685,931853.66,4801568.054,LEICA GR50,LEIAR25.R3,EXTERNAL H-MASER EFOS 18
WTZS00DEU,4075535.3,931822.185,4801608.915,SEPT POLARX5TR,LEIAR25.R3,EXTERNAL CESIUM
WTZZ00DEU,4075579.269,931853.281,4801569.136,JAVAD TRE_3 DELTA,LEIAR25.R3,EXTERNAL H-MASER EFOS 18
WUH200CHN,-2267749.0,5009154.0,3221290.0,JAVAD TRE_3,JAVRINGANT_G5T,INTERNAL
WUHN00CHN,-2267750.266,5009156.142,3221291.898,TRIMBLE NETR9,TRM59800.00C,EXTERNAL RUBIDIUM CLOCK STEERED BY GPS
XMIS00AUS,-1696343.679,6039590.1166,-1149276.4801,TRIMBLE NETR9,JAVRINGANT_DM,INTERNAL
YAKT00RUS,-1914998.836,2308241.52,5610225.578,JAVAD TRE_3N DELTA,ASH701933B_M,EXTERNAL CESIUM
YAR200AUS,-2389025.394,5043316.852,-3078530.861,TRIMBLE ALLOY,AOAD/M_T,INTERNAL
YAR300AUS,-2389042.6217,5043313.558,-3078525.7908,SEPT POLARX5,LEIAR25,INTERNAL
YARR00AUS,-2389024.506,5043315.359,-3078534.163,SEPT POLARX5,LEIAT504,INTERNAL
YEBE00ESP,4848724.95,-261632.509,4123093.952,TRIMBLE NETR9,TRM29659.00,EXTERNAL H-MASER
YEL200CAN,-1224441.9824,-2689174.6494,5633660.3762,SEPT POLARX5TR,LEIAR25.R4,EXTERNAL VCH-1008 MASER
YELL00CAN,-1224452.4,-2689216.0,5633638.2,JAVAD TRE_3N DELTA,AOAD/M_T,EXTERNAL MASER
YIBL00OMN,3294552.811,4905092.434,2393579.637,TRIMBLE NETR9,ASH701945C_M,INTERNAL
YKRO00CIV,6306439.897,-578380.783,757956.481,JAVAD TRE_3 DELTA,ASH701945C_M,INTERNAL
YONS00KOR,-3047506.741,4043980.58,3865243.01,TRIMBLE NETR9,TRM59800.00,INTERNAL 
YSSK00RUS,-3465320.847,2638269.382,4644085.485,JAVAD TRE_3N DELTA,ASH701933B_M,INTERNAL
ZAMB00ZMB,5415353.011,2917209.914,-1685888.865,JAVAD TRE_3 DELTA,AOAD/M_T,INTERNAL
ZECK00RUS,3451175.15,3060335.95,4391955.97,JAVAD TRE_3 DELTA,JAVRINGANT_DM,EXTERNAL H-MASER VCH-1003M
ZIM200CHE,4331300.16,567537.081,4633133.51,TRIMBLE NETR9,TRM59800.00,INTERNAL
ZIM300CHE,4331300.16,567537.081,4633133.51,TRIMBLE NETR9,TRM59800.00,EXTERNAL H-MASER
ZIMM00CHE,4331297.348,567555.639,4633133.728,TRIMBLE NETR9,TRM29659.00,INTERNAL
